id,screen_name,description,label
51703470,Tigermat,"I am Italian, I love reading and watching film.",human
2547012645,fpatea84,La Fortuna nn esiste... Esiste il Momento in cui il Talento incontra l'Occasione... Speriamo arrivi presto!!! 😜😜😜,human
1691235696,thanksdelpiero,,human
1006938498811809793,Marivolainalto,"Donna di destra, nipote di bersagliere",human
2950692315,PaolorokOri,,bot
834490192954290178,AleStylinson_,,bot
945654953003057154,electricspirith,"""You don't deserve a point of view if the only thing you see is you"" - Playing God By Paramore/ fan account",human
2918674683,AlwaysGio__,,bot
2240552686,dentista46,Una vita sola. La mia,human
2983182773,claspa62,,bot
812590099024199680,Giuseppemamone5,,human
2982486513,TheVoiceVS,,bot
148803815,holdon80,"Bolognese, classe 1980. Di giorno lavoro, di notte odio i 5 Stelle.",human
489519253,GingerJCB,,human
4189019849,giogio_al_cubo,"Biker/MTBiker x passione✌ ❤ gli ANIMALI (tt) 
❤ ⓙⓤⓥⓔ -  FOLGORE⚡️6^78
e ➡ n.b.: BLOCCO preventivo di 🇪🇺, 🌈,DM,ANTIFA ☠🔞
#Leghista💚 
#26MaggioVotoLega!",human
2982782446,GabriGabri_ts,,bot
809795080429142017,1dvote____,Vote for ONE DIRECTION👼🏻,bot
585560662,AnnaFiusco,«Sogna come se dovessi vivere per sempre. Vivi come se dovessi morire domani.»,human
782534791975563264,Frafra20_05,"*Cresceremo insieme💭✨*
18/11/16
15/04/18",human
276497372,Gianni_Elia,,human
826000575657549825,GialloAmetista,Insieme uniti.. perché divisi siamo persi 💛,bot
55404019,Legambiente,"Ambientalismo scientifico, volontariato, solidarietà: una passione lunga trentanove anni.",human
893832219873206273,IamKatPetrova,,bot
822162132863160321,Robin_Hood2223,Musica Personaggi Web Musica Artisti Stranieri Arte e Cultura,bot
2982464944,mirtillamarino,,bot
202339780,ZiaPerla,"Sei  la  lente  che  accende 
per  me... ogni  colore...     ❤",bot
819902175619022849,AnnamariaMI85,"... non ho né padri, né padroni",human
989188674452639744,sunriserossi,"l'indirizzo lo sai,
               


                                       𝒔𝒄𝒆𝒈𝒍𝒊𝒎𝒊



@fedefederossi ; @benji_mascolo 🖇",human
1718499800,edoardo858,"🎶🎧🎶amo la musica perché mi fa sentire leggero,come una sensazione di volare (billy elliot)🎶🎧🎶 https://t.co/infNA7n6aV 
🎶🎶https://t.co/c5lO67Iynl",human
765890238946443264,EmiGabirel,Athleticzale.Antifascista.Bielsista.GORA EUSKADI. AUPA ATHLETIC.,human
3346645053,claudyfulco,,bot
2982506153,DeiElena,,bot
2982443524,Giovannablu,,bot
752025755304026112,CharlyDog96,,bot
4839898869,Nene1d2,,human
4445949435,guestofworld_,"You try to hurt me, you fail and i'm stronger than you already know
#BaellSquad  #Gennex #Eiram🌈",human
2334131662,2000gmw,,bot
422924590,RitaRossi6,Non fare agli altri quello che non vorresti sia fatto a te......,bot
296318811,LavaBarocca,"Dovrebbe smettere di cincischiare! Ma... È confusa, è così confusa da colpirsi da sola. 🤷‍♀️",human
2376525880,Ilmeglioretweet,Retweetto solo il meglio,bot
1357959324,1dvotedfan,one direction stan || fan acc,bot
784806259052666880,Rosafio40018873,,bot
1005146327523713024,5amori,p r o m i s e,human
1028654280,pasala15,libera e antifascista,human
1050774624,OGiannino,Giornalista. Fondatore di FARE per Fermare il declino,human
3031628369,annamariams75,,bot
1011956312580804608,Foool1d,,bot
1857099379,eluu_eei,No. - #facciamocomeLecce,human
425943636,BorgheseAle,,human
868185435293585410,AriEOned,,human
949059133893853186,itsfakefaccv,,bot
250624869,MarcoTalluto,"Nulla di ciò che è vero può essere minacciato, Nulla di irreale esiste. In questo si trova la pace.",human
971374169781882881,Brunystamp,,human
834243806899867648,LuisaRoma4,,bot
2998582175,morgabar,,bot
823274532035264517,giuliac22,Ognuno di noi è schiavo di quel che dice e padrone di quel che tace. *Arturo Perez-Reverte*,human
2951285517,ulitop,,bot
2300098037,alfiollo90,,bot
2754471474,pinella69,,bot
2560586103,DonnySbrocca,🇲🇽☆☆☆Juventino fino al midollo! Usurato... intollerante...politicamente scorretto!!!□■,human
1011940333389836288,VOTE1D95275281,,bot
3873877475,paolagolfetto,,human
1056095060,whyalesswa,la mia vita è una commedia romantica in cui di romantico non c'è nulla e di comico ci sono io che rido alle mie stesse battute.,human
1007902743774793728,liberamentesara,,human
1226915408,piermario_odd,,bot
329134629,Anr_s92,,bot
58165167,RavazzaniGuido,Influen-zato. Since '86  - ❤ Running /tennis player - Milano - Italy🇮🇹  -  IGM: guidoravaz  #WeareACMilan 🔴⚫ #Mexico 🇲🇽 en mi corazòn,bot
831859384695287808,lucy011307,,bot
2920996798,SolaMente_te,,bot
2918711542,TinoVale23,Sogna la tua vita a colori: è il segreto della felicità. 🌈,bot
2211763337,FraLu64,,bot
832998854828113920,pippo0302,"Umile è chi ha le ali, ma cammina..",bot
980211187475415042,Romina82c,,bot
845712063251054592,DavideArena1897,"Non ti dimenticheremo mai, Asto. Riposa in pace. ⚽❤

Grazie di tutto, Gigi! #UN1CO

#FinoAllaFine #ForzaJuve",human
524420458,MartaGobatto,"• Farò sempre musica, in un modo o nell'altro • ❤",bot
561125828,Laura_Ganna,,bot
4655510439,1dlarrysaf,“I’d marry you Harry” Harry Styles: 02.04.2018 Niall Horan: 07.05.2018,human
3291561425,AutunnoSi,,bot
987694134529052672,cliffordvshor__,"卌
@cliffordvshor_ 's backup                                      Fan Account",bot
442096443,andrearomano36,,human
633548507,stellacadente60,,bot
825402582579412992,Melindamarte,Musica,bot
1012147848496869376,VOTE1D35666206,,bot
4082476475,cloudscouldtalk,𝔀𝓱𝓸 𝓭𝓸 𝔂𝓸𝓾 𝓵𝓸𝓿𝓮 ۵,human
1011975267915575297,Harry23533247,,bot
437486455,PatriziaPelleg2,"Cloud Marketing @ IBM Italia, I love music, gardening, travelling, swimming, cinema, animals and watching stars. Opinions are my own.",human
1013118357925777409,LSicuri,In cerca di più sicurezza per vivere Napoli,human
434217283,SBalassone,"manager media, insegna comunicazione, osserva la politica",human
2672479163,ValerioRosaria,,human
502749635,adatorelli,Tutti possono migliorare a dispetto delle circostanze e raggiungere il successo se si dedicano con passione a ciò che fanno.,human
2980869201,sabrina_327,don't like me? don't care.👑,human
942158304725295104,MichyannaSalvo,,bot
500980523,paola_pp77,"Ribelle sempre e comunque. Educata con chi è educato. Arrogante con gli arroganti. Toscana D.O.C. ma piemontese d’adozione. No DM da sconosciuti, non rispondo.",human
595356862,CarbonFrank,"Q unica,bellissima e mia. Voi siete Vietcong, io il Colonnello Kilgore. Roma. Vivo nella mia Borgata, da sempre.",human
703315728766730240,_Sara_Ciancio,La vita ci offre la cattiveria che ci fa male. ~,human
923484261885374464,valerossii94,"«Mi sei mancato tantissimo.»
Federico: «Amore, anche tu.» 💔👫",human
1064122518,_1djrection_,"«E beate quelle persone che, almeno una volta, hanno provato la sensazione di quell' abbraccio.» @onedirection @zaynmalik @TylerL_Hoechlin @dylanobrien",human
836505264706715649,Lovely7012,Mi piacciono le persone positive!Detesto le discussioni inutili!Cancello dalla mia vita chi mi delude!!Sincerità e rispetto sono i miei valori!Sposata!NOOO DM⛔!,human
1092509449,alloralola,Donne come te annegano oceani.,human
814176367,I_am_a_Jcats,,bot
825380362226429953,Barby21217171,,bot
2998556339,MStruttura,,bot
891652563795181573,lorentthia,"fangirl 25/8

one direction is alive.

line: lorenthiaa",human
2984398203,aurorapani,,bot
20432064,ederoclite,"PhD, Presidente Pd Napoli",human
1012085786043453440,hhh72707545,,human
160179878,roscoffo,B e A B e E BA-BE B e I BA-BE-BI B e O BA-BE-BI-BO B e U BA-BE-BI-BO-BU,human
3021446434,sonoacido1,,bot
4782660614,trattomale,"""Non sei serio"" come definizione assoluta, Nerd, giocatore di #dungeonsanddragons
Il mio editore alla quinta birra dice che devo scrivere libri. Massimo sforzo.",human
822108222353981442,allina1712,,bot
1000351128389865477,Anita_Rebekah,"//Just an italian 15 years old fangirl//
1D 5sos//bilingual//
                                                                       
all the love x. 💕",human
561480213,NoemiServizio,"Psicologa del lavoro appassionata di cinema e serie tv, volley e tennis",human
4548516682,barbaruccia2,,bot
1034383638,xyfraofk,"Sono tempi strani, in cui tutto si puo' dire e tutto si puo' fare: ma non si sa che dire e non si sa che fare!",human
549173992,NonnaMario,,bot
728183118457384960,AngelaMascara,,bot
866147862,Nazzi_Mi,"Non sono facile,se fossi facile sarei una qualunque.... 🤷‍♀️",human
562092002,manola_piredda,,bot
4549605137,leone150872,,human
804851456310439936,sonia_minipony,,bot
184810052,___andremauro__,la vita è bella,bot
2920497934,Tremendamenteme,,bot
897538992345927680,Vale_CaraVs,"◼23 years

📚Università degli studi Aldo Moro
       «I forti sono forti fino a quando hanno coraggio» 🆚🎵🎶",bot
1010605695601963008,blankxstyles,"I'm just like you, even though my problems look nothing like yours do.",bot
520683997,scofieldsbaby,"perchè tutte le ragazze sono belle anche struccate,e poi arrivo io che sembro appena uscita da una puntata di the walking dead?",human
136653194,Pippo968,la vita vince su tutto,human
601660948,piricoddi,"""Nati non fummo,  per viver come #Gobbi""!!  #OriginalGobbusters
 #EsorcistaGobbico   🥁#Musicomane #VanHelsing del Tuider cit @Noah61297466 #antiNutria",human
1012607637026983936,5boys1D2,,bot
2336493886,santone1973,"Interested in Astronomy🔭,Photography📷 & Space 🚀 Man father husband    Star Wars & Star Trek fan✨🌙",human
1011334857966931968,Mochilover2,,human
4352856142,Benedet84186855,"Ci tenete entrambi, avete solo smesso di tenervi.",human
847497841,PiLu975,''Cica e la cicca che appiccia'' #spoetizzante,human
3315099276,giorgiocupelli,Fondatore e vicepresidente di @PeugeotCrew ed influencer in @TheCrewOnTheWeb nonché appassionato da sempre di MOTORI!,bot
2919407973,polveredistell7,,bot
276026459,avatar1dory,Su twitter brevi incursioni.Un bel film lo riconosco da pochi frame! X qlcn di voi nutro 1 certo trasporto.. gli interessati lo sanno.Ultima password CIULEMENEN,human
2939550185,Enpatreviso,....non ci fermiamo mai!,human
968196446,1DAnneStyles,Directioner...is a promise :) //06July2014❤️// 28May2017❤️//Benji&Fede❤️// STI CAZZI! //28June2017:Him❤️// 02April2018:H. ❤️❤️❤️❤️❤️//,human
412155718,PietroGrassini,In precario equilibrio,human
761487243353743360,asia2998,"Ex L. Artistico Age:20 Camminare fa passare ogni tristezza, ti va di passeggiare insieme? meriti del mondo ogni sua bellezza..@MetaErmal Instagram: asiamonguzzi",human
133460400,Pius_XII,Amo la Chiesa Cattolica perchè amo la Vita!,human
421858976,LorisDeluxe,"♆ Good As You. Grafico Pubblicitario? #RimangoBasilico 🌱 @melaniecmusic @elliegoulding @NellyFurtado, @BritneySpears #BritneyArmy @KeshaRose",human
825028579767390208,ladyna14,,bot
548764543,SavianaVS,Il mare porta via con sé ma spesso sa anche riconsegnare,bot
2580731380,geomagalunare,"Prima ti criticano e poi ti imitano. Quindi, mento su e un bel sorriso, sii quello che vuoi essere - me. @MadHatter_85 @MichyMouse_09 @Cwtchart",bot
2767540864,WendyJacker2000,~Occhi che si cercano fino all'impossibile~ ||❤❤❤ DEAR JACK ||,human
3028624132,mimmapolpo,,bot
2992407304,chiara_220896,Credi sempre in te stessa🦁💛,human
1123481,Cafeponci,"Livornese. Giornalista, social media coso, scribacchino: in pratica un cazzaro.",human
2781237202,linosegna,Operatore del trasporto pubblico locale non di linea #Taxi #taxista,human
3224618207,Giovanni1DiMaio,"Caserta, studente di giurisprudenza. Nel tempo libero letture e sport. Qui parlo principalmente di politica. Socialismo o barbarie.",human
831785890552877062,IlaryBlacks,,bot
922839841,MarcoMameli2,"http://t.co/Q1iQmaenQh AUTORE DI OPERE LIGNEE  E DI OPERE  SATIRICHE DETTE SARDONICHE  http://t.co/KJMGs52Dd5     
https://t.co/E1ok65q5mZ",bot
3173307514,vuotodaria,Italian girl; 21 🎂; from Sicily ☀️; travel 🌏; art & architecture 📐; sembro antipatica e forse lo sono 😜,human
989116382611755009,FlauretZoe,,human
822200874,insomniac39012,In margine ad un testo implicito (Nicolas Gomez Davila),human
816242626332598272,pazzepericlario,,bot
1367800687,Fionami1,Io & Fiona viviamo a Milano e siamo su Twitter per informarci e per informare .,human
2896312810,Cri1DBenjieFede,"Vietato smettere di sognare. 
Benji e Fede♥One Direction❤ Riccardo
#criede 
Last♥
fan account",bot
390778324,fran_rkid,Rock ‘n’ Roll Star • @sscnapoli supporter,human
752099077756686336,Ilaria1605,"28.10.16-7.05.17 ❤️
01.07.2018❤",human
506048809,gianmarcoespos2,,human
750998654534750208,pisanodocchee,@Peugeotitalia @peugeotcrew the best amante delle moto e di tutto lo sport in generale,bot
1006016766,LiviMonica,,bot
950821235407163392,michesoria86,Divertiti,bot
2363390223,PafSamu,"//Vorrei un giorno camminar da solo, ma solo solo, senza me stesso// studente di Lettere moderne, aspirante giornalista. col cuore a sinistra",human
808773963023286273,lucynothalee,new account @alterloveSH,bot
741328501094121472,LaRagazzaTomli1,"🌼🌹.it is what it is.🌹
 amo ciò che è  odiabile, odio ciò che è amabile",human
2985820509,gardi_2,,bot
422947897,TangaloaLazia,,bot
554630722,Lisa96_Vs,,bot
839190638264528897,ema208gti,,bot
2984510759,rosafiore13,,bot
1011936924125327361,since2010lovs,just voting lovely ppl,bot
1010968620866965506,1DVoting28,Vote for our boys 💚💙,bot
4490976615,domusperusia,Una biografia tutta da scrivere,human
992839373405093888,JmeJMG,*insert forgotten quote*,bot
2771208186,lory_rubin,,bot
750994229216833536,208_alien,,bot
977928174582616064,Fausto77969754,Attenzione! Epidemia di Effetto Dunning-Kruger in corso!,human
969646849228525574,jiminieikigai,"if the energy's dead,
let things die.",bot
1064261450,StefaniSer,"🇮🇹🇬🇧 Impara a essere ricco, a essere poveri ci riescono tutti.",human
606575726,rbgiova,"Juventino D.O.C https://t.co/CgynfH7kWg

Faccio del Nomadismo il mio stile di vita",human
442144847,lillialf,me stessa anche troppo,human
774339716409921540,maxabbate1978,,bot
804846189439057921,marco_fiorotti,,bot
1011913641548009472,NiallIsAnIdiot,@niallhoran I love ya🌻,human
950998000742141952,Gianni67055117," Ci sono giorni in cui essere Interista è facile, altri in cui è doveroso e giorni in cui esserlo è un onore..!",human
911509904795545600,GennusaGiusi,,human
455749051,plustoutseul,"stay up on that rise and never come down. // 22, multifandom, procrastination enthusiast, fan account obviously, https://t.co/tmJUuRyd6d.",human
554539740,FiorinoKetty,,bot
1012089312794509312,1d_votate,KEEP VOTING #TeenChoice #ChoiceFandom #Directioners @onedirection,human
177548621,DAMarciano92,"Dio fece il primo giardino, e Caino la prima città.",human
2385911950,GreyUnicorns,"» But you once told me ""don’t give up
you can do it day by day and diamonds they don’t turn to dust or fade away” «",human
486025962,EffeCi5,Life is what happens to you while you're busy making other plans (John Lennon),human
2455009450,improta71,,bot
2237617592,alexa1163,"Tranquilli, il piccione sta bene",human
2837970855,CatholicTweet1,Spreading the Good News. (Following/FAVs/RTs ≠ endorsement),bot
3122007425,GiuliFioravanzo,🌈professional fangirl🌈,human
978697024722829312,ElfoInformatico,Ingegnere informatico. Lettore e videogiocatore. Gattofilo. Politica. RT is not an endorsement. #NoEuro #NoUE  #Italexit #NoGlobalCompact #Tuttosubitista,human
740647957091999744,fabrossoni4,,bot
2364628874,Jankar1d5a6fc4,,human
3419845179,blu3n1ghtw0lf,↬ ᴺᵒʷ ᵖˡᵃʸᶦⁿᵍ; ιиѕοмиια - รƭɾαყ ҡเ∂ร ↫,bot
1000029438233448448,Mario10983853,,human
962445055,marcolinoneri,,bot
1244391379,ArtBeatIdeas,"Collettivo Artistico Indipendente/Arts Production Lab - Music, Popular Dances, Graphic Design & Visual Arts, Social Media Marketing",human
363938347,udcandrano,"Unione di Centro di Andrano e Castiglione d'Otranto in Provincia di Lecce, sezione fondata nel 2008.",human
979300010843168772,DianaMu82095574,,bot
468385317,MariaNicola2,,bot
1009719238616145920,maricos7,,bot
456210073,MarcellaGiVi,,bot
825717413689835521,ciarly7498,,bot
186977143,Queerrilla,"Ma di' soltanto una parola e io sarò selvaggio.
👕Shop https://t.co/RFOtBJfaSO
✨🔯🔮Illustratore, Grafico, Geisha multidimensionale.",human
940196016409731072,_ifellinlove1D_,🇰🇷 _안녕하세요_ 🇰🇷 • 02-05-2001 • Casalvolone • • #singer 🖤💋KPOP💋 ❤️🌸🇮🇹ITALY🇮🇹❤️,human
804848726741282816,davide_rigoni16,,bot
824903248599355395,Babi47671391,,bot
1331398375,FiliFuli,Compagno di Mimoza.. papà di due gemelli Aleksander e Davide ❤️❤️ Juventino fino al midollo!! ⬜️⬛️❤️Fino alla Fine!!,human
2982546107,Gabri_Razzoli,,bot
484162494,flaviabettini,"Le persone sono come le vetrate, scintillano e brillano quando c'è il sole, ma quando cala l'oscurità rivelano la loro bellezza solo se c'è luce dentro E.K.R",bot
1459595030,ACCOUNTPERVOTI,,bot
617171996,cercinico,Chi non ha il coraggio di ribellarsi non ha il diritto di lamentarsi,human
2432948813,fabioferrero71,Autista autobus linea. Se pagate vi amo. La politica non mi appartiene.,human
2919429628,Mithra_01,Non esiste errore utile al genere umano; non esiste pregiudizio che non abbia conseguenze più o meno terribili per la società. (Paul-Henri Thiry d’Holbach),bot
2950711839,pittore1960,,bot
125072714,ArmataScanu,Fanclub Ufficiale di @Valerio_Scanu,bot
1011189105923784704,1d_choice,,bot
883611156228825088,1d_allmylove_,"Directioner Forever!!
💙💚,
💛❤
/fan account",human
2983016661,io_principe,,bot
1011923110617116672,TOMMOTHEBEST1,SONO @_LouisTommo_91 GO FOLLOW ME!💞,human
2862813495,MiMaresca429,17,human
2870733197,indybalasarms,14/10/15 9/04/16 1/11/16 4/03/17 8/04/17 27/05/17 8/07/17 20/08/17 16/09/2017 3/03/18. 6/03/18. 8/04/18. 14/04/18 7/07/18 10/11/18 16/11/18 16/12/18 30/12/18,human
233223130,mammaraffy,,bot
271012954,mammagiulietta,La mia filosofia? Aiutare i più deboli. Per questo ho creato https://t.co/YwakvpnkiV,human
1086915288,preto_carla,Voglia di vivere! 💫,bot
2267806358,ottogattotto,"Molto socievole, profondamente antisociale.
GrilliFascioRazzisti qui non hanno diritto di parola.",human
201197015,claudiamamy,Se puoi sognarlo puoi farlo,bot
2951460352,margotcheri,,bot
1011952811674828800,BadGuyEilish_,i love @billieeilish and @johnnyorlando,bot
3042187528,torrianas,,bot
162672772,darkangel78,,bot
627733507,Pattynavmeli9,,bot
926532287675731976,GPettella,Arte e Cultura Artisti Stranieri Cinema Editoria,bot
2996521607,Melissa1D13,"02.07.17
04.11.17
RM🗝",human
1216009520,magnomiche,"Sindacalista pentito, ma non troppo. Di sinistra, ma non troppo. Lazialissimo.",human
461015426,CinziaMolinari,,bot
1004423026027520001,cararosss,"società sportiva calcio napoli💙
|fan account|",human
3500831,CapaGira,Mens sana in corpore vili.,human
717335652791107584,Mariucc17684432,,human
2921357452,federicoinfa,,bot
839182595875274752,stefano_bbq,,bot
14906561,k009034,A photographer on a mission to find beauty in everyday life. #travel #photography,human
911914830793240577,cristinamilani_,fuck it,human
424907383,FabioTraversa,"Barese in trasferta a Roma, funzionario al Mibac, giornalista, blogger per @AltroSpettacolo (ex Reality&Show e TvBlog), seguo con passione il mondo della tv",human
979783776489353216,Vivian7412,Il mio tempo non è ancora venuto; alcuni nascono postumi.,human
822202598526623744,goi_ita,Notizie sulla Grecia in italiano,human
831165187994574850,Cassandra6624,,bot
1012070142719774720,1dVotate,Votare per i 1D,bot
825460743445286913,ranzoniana1,Essere me stesso,bot
989748219776126978,Emma92517603,"Italian fangirl🇮🇹
#BangtanBoys#BTS#Korealovers🇰🇷❤#",human
3030965421,magitotano,,bot
993286910650015744,Mays1Dmeme,"‏‏‏‏‏‏directioner 4 ever
داركشنير اند براود",human
3098888799,gasperino75,"Adoro la gente che parla del nulla, è la sola cosa di cui sanno tutto.",human
963118390876491776,RipassoRt,"La scatola magica🎁 Qui tutti i vostri tweet con gli # di Linda @fragolinarossa8 @aritmodelcuore 

 ...qui SOLO RT 
e solo con i miei #🍓",bot
948982405838397441,LupoLupo14,,bot
832346968101888002,vasivas3,,bot
2797764234,FrancescaDivs,,bot
549384602,Ne_Ilaria,,bot
959255458774122496,1dinmyheartA,A louca dos memes☀️Treat People With Kindness até aparecer uma poc☀️Sigo de volta (menos conta pessoal)☀️Fan account☀️Chama na DM bb,human
916187275133890565,78Aya80,"Directioner 4.E 💜💋and proud of my boys 😍👑
L❤H❤N❤Z❤L❤",bot
4818612196,FartFromAmerika,Non auro sed ferro. Socialista in economia conservatore per il resto.,human
950821515364372480,Pezzone73,,bot
561474634,marinellazanine,,bot
784803897483358208,rosa6644,,bot
4836438088,BrunaMarini5,"Sono nonna...adoro i miei nipoti .....sono dalla parte dei giovani.
   religiosa...non mi piacciono le persone false!!!!!",human
2984643466,iitsclarry,@hequalouti voting account,bot
700244333,GiacomoNesci,"Uno nasce e poi muore, il resto sono chiacchiere.",human
3031331457,Noemi929496,"Niente è per sempre,tu sei il mio niente❤
@benji_mascolo 
@fedefederossi
Fan Account
Italy",human
942142510360596480,chiara__92,,human
407609289,diazepam1g,,human
1006252077536997377,Shadowmere16,Io sono un principe libero e ho altrettanta autorità di fare guerra al mondo intero quanto colui che ha cento navi in mare.,human
1011716963498909696,IaIaIie,"the people danced to the sound of your heart, the world sang along to it falling apart",human
549375513,elisabettadelog,La musica diffonde nel cuore delle parole e scrivere diventa la più bella delle sinfonie come la tua voce Valerio,bot
1012132071073112064,1dvoteeplss,Main account @sofiaprincipe69,bot
883056345200635904,RoseNereXII,🌍💞,human
1012049887947456512,1DDirec47313447,DIRECTIONER,bot
796687702141845504,roboadvisoryw,,bot
1886073978,angelstrange200,,bot
2984381056,cinziagenziana,,bot
32604352,coupongenie,"I work from home and cook for a family of 4. Follow my shopping adventures, free menus, grocery list, and coupon tweets.",bot
2862202113,giusychiacchio,•CERCA L'ECCEZIONE•🔆 ❣️Solo se ti rende felice.❣️ διαηlυcα.•👫 // «siamo solo per pochi.🎈»,human
2982584363,chicchiola,,bot
825979861659443201,pirasemy,,bot
2339156160,shawcesca,"18 y/o
                                                                                 
Italian Girl.",bot
971721103,fefinus,"staff , fondatore e fotografo di @peugeotcrew amo il rally e la NWOBHM! @TheCrewOnTheWeb",bot
950817898389540864,francescomosti6,Io sono io,bot
2264615275,RobyMasetti,Ci sentiamo presto...,human
3017654309,MuduPina,,bot
1006066460,Bobetta3,,bot
2984400682,valedisco,,bot
615539623,leclerckkonenn7,@ScuderiaFerrari and @F1 addicted @alfaromeoracing supporter / @valeyellow46 / tifoso occasionale e allenatore da tastiera di juventus fc / I. AM. IRONMAN. ⎊,human
4046597542,secesecwolf,,human
823299348331134976,_lovelyqian,trash lover,human
3020402578,roxiscar,,bot
2367002093,LookInThyHeart_,"🇮🇹 🇪🇺

Linguista. Docente precaria. TV series enthusiast. Femminista. Tassorosso. Juventina. Attivista per la corretta pronuncia dei cognomi veneti.",human
1481404124,luigic64,"55 anni, Psichiatra e Psicoterapeuta, Radicale e Federalista Europeo. Appassionato di Filosofia, Arte, Mare,Musica Rock Progressiva, Subbuteo",human
2949953224,MariaTeresa1002,I like food and boybands,human
751373947262869504,artemide1984,,bot
2918732806,Sardalice2014,,bot
765296964401557505,benilmiosorriso,,bot
831914104507990016,BigiPiero,,bot
625712362,CaressaGiovanni,Le vicende politiche e non attraverso lo specchio deformante della satira.,human
2982526985,JustinevMara,,bot
831131341253124096,dora_momi,,bot
735822179783303169,gbrugnoli70,||| Vicepresidente di @Confindustria per il Capitale Umano ||| Chairman of Tiba Tricot S.r.l. |||,bot
3337054126,paciocia88,Emancipate yourself from mental slavery. None but ourselves can free our minds. B. Marley,human
4636530203,emanuela635,,bot
2419259186,Gisi1D_06,"DIRECTIONER & ZQUAD: 
#PROMISE. *Fan account* | 17| 🦋",human
1202102875,ArmandoAlej,"Interista nell'anima e cuore for ever! Periodo più lungo senza vincere lo scudetto :  Inter 18 anni, Juve 21, Milan 44. Sì avete letto bene...",human
4636335555,gessica_bravi,,bot
4580699608,dorigoalessia1,,bot
1301400318,Nofeartohorses,,human
2269447992,Ele_1DMD,"I'm Elena|Music is life| |One Direction| |Ben| |Fede| |Lele|
|Peppe| |Matt&Bise|❤❤",bot
896437116766388224,HospitalityMatt,The latest and hottest ideas and trends in marketing for the hospitality sector,human
2949998247,emiliasal46,,bot
986192376241770499,Hi1DHavemySoul,"a differenza vostra, io metto sempre il cuore
(fan account)",human
360046793,gattineri123,,human
769392715,RichiMasu,Mi viene da vomitare.,human
363954532,venus_in_furia,giovane laica e democratica,human
3007724008,76lauraLaura,,bot
994684151046524928,Harry1D_4,#TwoOfUs #TeamLT,human
278767989,Imperatrice17,"Redattrice presso @quotidianonet e @QS_Sport - Animose Non Violenter

Contatti: giusyannamariadalessio@alice.it",human
494889421,Laus264,In costante via di definizione..,human
4826949964,DonatellaTosati,,bot
781523989793497088,Loretta26212914,"....e se, passandoti accanto, ti sorridessi?",bot
503680418,MagiMudu,,bot
1446141966,spano81,"Laureata in E.C.G ed ho lavorato presso il Banco di Sardegna, sempre stagionale, purtroppo. Amo la Juve e tifo Dinamo Sassari.",human
751364095639773184,zoro84style,,bot
3228649563,trashades,wubba lubba dub dub fucking kill me,human
299365630,RiccardoCiacci,"Applied Micro-econometrician. Assistant Professor of Economics @LoyolaEcon
Fields: Gender, Crime, Development
#HeForShe",human
2323994683,Claudia62VS,,bot
979117618295656450,Valenti38361807,"Cosa so della vita..? Niente è facile,ma tutto è possibile..! Basta solo crederci🍀VS💖",bot
1379007452,ehiRicardo,| 230319 Kaka 🔴⚫ | 280614 🆔 | 101117 & 020418 H 🌸 | 070518 Niall 🍀 | 251118 met Louis 💙 |,human
2976226983,LaraPolidori,,human
923265879449759744,Louis1DNews_,27.10.17~H.S.|| 27.04.18~N.H. || 11.03.19~S.M. || 🔜02.08.19~E.S.,human
396024657,SoniaPoletti1,,bot
1122716048,InMyMind80,"Sono stato in silenzio, non me ne sono mai andato... 
scoppio al momento giusto come le bombe di stato",human
972790109325099008,IOmbra,"Vigilo nell'ombra, sgomino la propaganda Governo & Istituzioni Governo & Istituzioni Governo & Istituzioni",human
449038596,gemmaantonello,"Non si può piacere a tutti,ma si vive benissimo lo stesso",bot
406457303,horanschords_,"living in winter, I am your summer|Bea, 20♌|▪️1D, Niall, Selena, Taylor, LM, 5sos, Shawn, Julia, Maren, Ultimo, HP, Friends, Skam, This Is Us, JTW,➰",human
825718832484474880,romeo1571,,bot
3119392109,1dmccurdians,❯❯❯❯❯ 卌 5H tøp Ǝm,human
1012138187576180736,Harryfookinstyl,,human
905405149614624769,Emy40850356,,bot
979754063935000576,babyblueperson,"- And there's nothing wrong with crying, but my empathy is dying -🍯🌿",human
3304132186,a7042237ab0f466,,bot
38846888,faornano,+130.000 tumblr followers,human
477014834,hope_2419,"cara mamma, se ho tutti i vestiti sparsi per la camera è perchè ho i cassetti pieni di sogni. ~02-05-2013 @xneedhug ❤~ Shadowhunters ~ Music ~",human
804074275376431105,Tina64884808,,bot
2982573165,nichilu,,bot
825698658695905280,FiloRosso2,{ É rosso e forte il filo che tiene due anime vicino },bot
751371698327416832,mario_anselmi72,,bot
726755736236253184,papersouls_,le mie chiavi di casa. @michele_bravi @GreysABC @IRAMAPLUME,human
835202996585787392,_CamillaFio,,bot
